threshold,precision,recall,f1_score
0.46929106,0.36363636363636365,0.6666666666666666,0.4705882352941177
0.47125816,0.36923076923076925,0.6666666666666666,0.47524752475247534
0.48314622,0.375,0.6666666666666666,0.4800000000000001
0.48862612,0.38095238095238093,0.6666666666666666,0.4848484848484849
0.49196053,0.3709677419354839,0.6388888888888888,0.4693877551020407
0.49393654,0.3770491803278688,0.6388888888888888,0.4742268041237113
0.49771565,0.38333333333333336,0.6388888888888888,0.4791666666666667
0.49775445,0.3898305084745763,0.6388888888888888,0.4842105263157894
0.5061227,0.3793103448275862,0.6111111111111112,0.46808510638297873
0.5140931,0.38596491228070173,0.6111111111111112,0.4731182795698925
0.52618355,0.39285714285714285,0.6111111111111112,0.4782608695652174
0.5398105,0.4,0.6111111111111112,0.4835164835164836
0.54469705,0.3888888888888889,0.5833333333333334,0.4666666666666666
0.54561615,0.37735849056603776,0.5555555555555556,0.449438202247191
0.5533477,0.38461538461538464,0.5555555555555556,0.4545454545454546
0.57333624,0.37254901960784315,0.5277777777777778,0.4367816091954023
0.5811521,0.36,0.5,0.41860465116279066
0.59227556,0.3469387755102041,0.4722222222222222,0.39999999999999997
0.62709635,0.3541666666666667,0.4722222222222222,0.4047619047619048
0.62833405,0.3617021276595745,0.4722222222222222,0.40963855421686746
0.63418305,0.3695652173913043,0.4722222222222222,0.41463414634146345
0.63561213,0.37777777777777777,0.4722222222222222,0.4197530864197531
0.64630044,0.38636363636363635,0.4722222222222222,0.425
0.65848035,0.3953488372093023,0.4722222222222222,0.43037974683544306
0.66542846,0.40476190476190477,0.4722222222222222,0.4358974358974359
0.6678193,0.3902439024390244,0.4444444444444444,0.4155844155844156
0.68359256,0.4,0.4444444444444444,0.4210526315789474
0.6915614,0.41025641025641024,0.4444444444444444,0.42666666666666664
0.7055396,0.42105263157894735,0.4444444444444444,0.43243243243243246
0.71254957,0.43243243243243246,0.4444444444444444,0.4383561643835616
0.7281597,0.4444444444444444,0.4444444444444444,0.4444444444444444
0.761695,0.45714285714285713,0.4444444444444444,0.4507042253521127
0.7778237,0.47058823529411764,0.4444444444444444,0.45714285714285713
0.78797406,0.48484848484848486,0.4444444444444444,0.463768115942029
0.79791456,0.5,0.4444444444444444,0.47058823529411764
0.8334253,0.5161290322580645,0.4444444444444444,0.4776119402985074
0.8440481,0.5333333333333333,0.4444444444444444,0.4848484848484848
0.8474206,0.5517241379310345,0.4444444444444444,0.4923076923076923
0.85084033,0.5714285714285714,0.4444444444444444,0.5
0.8690558,0.5555555555555556,0.4166666666666667,0.4761904761904762
0.8693981,0.5769230769230769,0.4166666666666667,0.48387096774193544
0.88284194,0.6,0.4166666666666667,0.49180327868852464
0.8835157,0.625,0.4166666666666667,0.5
0.88799876,0.6521739130434783,0.4166666666666667,0.5084745762711865
0.9055701,0.6363636363636364,0.3888888888888889,0.4827586206896552
0.9209271,0.6666666666666666,0.3888888888888889,0.49122807017543857
0.93679285,0.65,0.3611111111111111,0.4642857142857143
0.9376893,0.6842105263157895,0.3611111111111111,0.4727272727272728
0.93845934,0.6666666666666666,0.3333333333333333,0.4444444444444444
0.9442374,0.6470588235294118,0.3055555555555556,0.41509433962264153
0.9646476,0.625,0.2777777777777778,0.3846153846153846
0.9659483,0.6,0.25,0.35294117647058826
0.9689809,0.6428571428571429,0.25,0.36
0.9771921,0.6153846153846154,0.2222222222222222,0.326530612244898
0.98000216,0.5833333333333334,0.19444444444444445,0.2916666666666667
0.98329633,0.6363636363636364,0.19444444444444445,0.29787234042553196
0.98355466,0.6,0.16666666666666666,0.2608695652173913
0.98426014,0.6666666666666666,0.16666666666666666,0.26666666666666666
0.98620397,0.625,0.1388888888888889,0.2272727272727273
0.98672926,0.5714285714285714,0.1111111111111111,0.18604651162790697
0.98678815,0.6666666666666666,0.1111111111111111,0.1904761904761905
0.9913549,0.8,0.1111111111111111,0.19512195121951217
0.9918657,0.75,0.08333333333333333,0.15
0.99561703,0.6666666666666666,0.05555555555555555,0.10256410256410256
0.9988251,1.0,0.05555555555555555,0.10526315789473684
0.99921125,1.0,0.027777777777777776,0.05405405405405406
